Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,Non-Travel,635,Sales,15,5,Life Sciences,1,893,3,Female,79,4,4,Human Resources,4,Married,3826,21319,2,Y,Yes,22,3,1,80,0,7,5,3,3,3,3,3,No
38,Non-Travel,1344,Research & Development,8,2,Other,1,894,4,Male,42,4,5,Research Director,1,Married,4702,9077,8,Y,Yes,25,4,2,80,2,2,5,3,2,2,1,2,Yes
26,Non-Travel,459,Sales,28,3,Marketing,1,895,1,Female,75,1,5,Human Resources,3,Divorced,6787,14578,9,Y,No,22,3,2,80,1,5,6,4,5,4,3,0,No
53,Non-Travel,1027,Research & Development,3,3,Other,1,896,3,Female,86,1,5,Research Director,1,Married,6988,19952,2,Y,No,13,4,3,80,1,14,3,3,1,1,1,1,No
44,Travel_Frequently,514,Research & Development,1,2,Medical,1,897,2,Female,35,4,1,Laboratory Technician,3,Married,6123,23213,3,Y,No,20,3,1,80,0,17,4,1,10,3,2,3,No
27,Travel_Frequently,1044,Sales,24,1,Marketing,1,898,1,Female,48,2,3,Laboratory Technician,3,Single,8413,26848,9,Y,Yes,23,3,2,80,2,11,4,1,4,4,0,1,Yes
37,Travel_Rarely,774,Research & Development,4,2,Other,1,899,4,Male,45,3,2,Laboratory Technician,1,Single,4297,10633,0,Y,Yes,16,3,3,80,3,6,4,1,4,2,0,4,Yes
49,Travel_Frequently,1028,Research & Development,1,4,Marketing,1,900,4,Female,82,4,4,Laboratory Technician,4,Single,10652,14726,9,Y,Yes,24,4,2,80,3,1,1,4,1,1,0,1,No
42,Travel_Frequently,1299,Sales,4,3,Medical,1,901,2,Female,47,4,3,Manager,2,Married,1546,8773,9,Y,Yes,24,4,1,80,3,2,6,3,1,1,0,1,Yes
24,Travel_Frequently,400,Sales,25,3,Technical Degree,1,902,2,Male,52,1,2,Sales Executive,3,Married,3643,24977,6,Y,No,14,3,2,80,2,7,5,2,1,1,1,1,Yes
51,Non-Travel,364,Human Resources,21,5,Marketing,1,903,2,Female,97,2,1,Human Resources,4,Married,6549,21873,9,Y,No,13,3,4,80,3,9,6,1,5,5,5,5,No
25,Non-Travel,1400,Human Resources,15,3,Other,1,904,2,Female,43,3,2,Laboratory Technician,2,Married,3832,5260,0,Y,Yes,24,3,4,80,2,7,0,1,2,2,0,0,No
43,Non-Travel,598,Sales,12,1,Human Resources,1,905,3,Male,43,1,1,Laboratory Technician,1,Married,5834,13996,4,Y,Yes,16,4,3,80,1,17,5,1,8,7,0,0,Yes
52,Travel_Frequently,694,Sales,18,1,Life Sciences,1,906,2,Female,65,4,2,Research Director,3,Single,3556,13961,4,Y,Yes,25,4,4,80,3,4,0,1,1,1,0,1,Yes
58,Travel_Rarely,223,Sales,11,5,Life Sciences,1,907,1,Male,32,2,5,Healthcare Representative,4,Divorced,6162,5670,5,Y,No,18,4,2,80,2,10,2,3,6,1,0,0,No
58,Travel_Frequently,1123,Sales,20,3,Medical,1,908,1,Female,55,1,2,Human Resources,3,Married,3678,6318,3,Y,Yes,20,3,4,80,0,9,3,2,7,3,1,7,No
43,Travel_Rarely,142,Research & Development,23,5,Other,1,909,4,Female,37,2,3,Sales Representative,2,Married,4011,22812,8,Y,No,16,4,1,80,0,10,2,2,8,5,3,7,Yes
32,Travel_Frequently,1244,Research & Development,26,1,Marketing,1,910,3,Female,81,4,3,Manager,2,Divorced,3061,17668,6,Y,Yes,23,3,1,80,0,4,5,2,1,1,1,1,Yes
26,Travel_Frequently,493,Research & Development,16,1,Marketing,1,911,4,Male,54,2,3,Sales Representative,4,Divorced,2915,22754,5,Y,No,20,4,3,80,1,7,6,3,3,3,2,1,No
23,Non-Travel,621,Research & Development,21,2,Human Resources,1,912,2,Male,72,3,1,Laboratory Technician,2,Single,5389,23037,0,Y,Yes,15,3,1,80,3,7,0,1,4,1,3,3,Yes
27,Travel_Rarely,722,Human Resources,15,3,Human Resources,1,913,1,Female,45,4,1,Manager,1,Single,8444,13716,8,Y,Yes,14,4,4,80,0,22,1,2,10,1,3,0,Yes
46,Travel_Rarely,974,Research & Development,10,1,Human Resources,1,914,4,Female,97,3,1,Sales Representative,1,Divorced,3533,12573,7,Y,Yes,21,3,4,80,2,17,0,4,4,1,0,0,Yes
36,Non-Travel,597,Research & Development,2,1,Technical Degree,1,915,1,Male,82,1,1,Healthcare Representative,2,Married,5693,2193,5,Y,No,19,3,4,80,0,13,6,1,5,1,0,3,No
55,Travel_Rarely,1265,Human Resources,21,2,Life Sciences,1,916,3,Male,48,2,1,Research Director,2,Single,2317,19445,5,Y,No,23,3,4,80,3,10,5,2,1,1,1,0,Yes
40,Travel_Rarely,866,Human Resources,1,3,Other,1,917,2,Female,63,3,5,Research Director,2,Married,2169,25218,8,Y,Yes,18,4,3,80,1,17,5,3,9,1,3,3,Yes
50,Travel_Rarely,332,Human Resources,1,4,Life Sciences,1,918,4,Female,38,3,3,Manufacturing Director,1,Married,3104,12620,5,Y,Yes,18,4,1,80,0,10,0,4,8,3,0,0,No
35,Non-Travel,254,Research & Development,23,3,Technical Degree,1,919,1,Female,31,3,2,Research Director,3,Divorced,4592,4806,0,Y,No,20,3,3,80,3,14,5,3,2,2,0,0,No
27,Non-Travel,571,Sales,19,3,Other,1,920,3,Male,44,4,1,Manager,2,Married,7280,23553,1,Y,Yes,16,3,1,80,1,16,5,1,9,1,0,2,Yes
29,Travel_Frequently,166,Sales,6,5,Other,1,921,1,Male,50,1,1,Manager,4,Married,5497,19658,2,Y,Yes,18,3,2,80,3,10,5,2,10,2,1,3,Yes
58,Non-Travel,429,Research & Development,20,2,Marketing,1,922,3,Male,61,4,2,Sales Representative,4,Married,3679,8288,9,Y,No,16,3,2,80,2,4,6,2,2,2,2,0,No
59,Travel_Rarely,1146,Sales,25,5,Other,1,923,4,Male,84,3,2,Human Resources,1,Single,5515,16800,6,Y,Yes,15,4,1,80,1,17,1,2,6,1,2,2,Yes
51,Travel_Frequently,1438,Research & Development,13,1,Other,1,924,4,Female,79,4,1,Healthcare Representative,2,Single,6239,25800,6,Y,No,19,3,4,80,1,20,6,1,9,1,0,2,No
25,Non-Travel,673,Sales,23,5,Marketing,1,925,4,Female,74,1,5,Laboratory Technician,3,Married,4878,24110,0,Y,No,25,3,2,80,2,12,2,2,1,1,1,1,Yes
57,Travel_Rarely,1390,Sales,9,1,Medical,1,926,3,Male,54,3,1,Research Scientist,4,Single,13244,10074,0,Y,Yes,16,4,4,80,1,19,0,3,6,1,1,2,No
26,Travel_Rarely,839,Sales,21,4,Life Sciences,1,927,2,Female,92,3,3,Research Scientist,4,Married,6566,18469,5,Y,No,25,4,4,80,0,1,3,1,1,1,0,0,No
53,Non-Travel,1401,Sales,10,5,Human Resources,1,928,2,Female,75,4,4,Research Director,3,Single,7636,11600,8,Y,No,19,3,4,80,3,11,1,2,4,4,1,4,Yes
32,Travel_Rarely,896,Sales,23,4,Other,1,929,1,Male,34,4,2,Manufacturing Director,1,Divorced,4487,7560,5,Y,Yes,22,3,4,80,2,10,0,3,7,6,0,1,Yes
49,Travel_Rarely,1136,Sales,2,1,Technical Degree,1,930,4,Male,37,3,1,Laboratory Technician,4,Single,3776,12573,1,Y,Yes,20,3,2,80,0,3,4,2,1,1,1,0,No
53,Travel_Rarely,1009,Research & Development,25,5,Life Sciences,1,931,1,Male,31,3,3,Sales Executive,4,Divorced,1042,18216,0,Y,Yes,12,3,2,80,1,12,5,3,1,1,1,1,Yes
30,Travel_Rarely,533,Research & Development,13,1,Marketing,1,932,3,Male,68,4,5,Sales Executive,3,Single,5618,13255,8,Y,Yes,12,3,1,80,1,8,1,1,1,1,1,1,No
24,Travel_Rarely,211,Sales,20,5,Other,1,933,3,Female,48,4,5,Manufacturing Director,4,Single,8816,13203,8,Y,Yes,16,4,3,80,0,11,4,2,7,3,3,0,Yes
55,Non-Travel,895,Human Resources,16,4,Marketing,1,934,1,Female,89,2,5,Healthcare Representative,1,Single,4347,17918,2,Y,Yes,17,3,2,80,1,7,2,1,1,1,0,0,Yes
22,Non-Travel,1000,Sales,23,4,Life Sciences,1,935,4,Male,30,2,5,Research Scientist,1,Divorced,6641,15255,7,Y,Yes,12,3,4,80,3,9,3,3,1,1,1,0,No
27,Travel_Rarely,948,Sales,9,1,Other,1,936,1,Male,53,3,3,Human Resources,4,Single,6247,17512,1,Y,No,20,4,4,80,3,6,2,3,3,3,0,3,No
49,Travel_Frequently,1158,Human Resources,6,1,Other,1,937,1,Male,96,2,4,Laboratory Technician,4,Single,15946,13845,9,Y,No,21,3,4,80,3,8,1,3,1,1,1,0,No
38,Non-Travel,669,Research & Development,16,2,Medical,1,938,3,Female,53,1,3,Manufacturing Director,2,Single,3188,11586,7,Y,No,15,4,1,80,2,2,4,4,2,1,2,0,Yes
25,Travel_Rarely,1217,Sales,19,1,Technical Degree,1,939,3,Female,86,2,3,Human Resources,1,Divorced,5135,22550,3,Y,No,11,3,3,80,1,11,3,2,1,1,0,1,Yes
44,Travel_Frequently,1465,Sales,13,2,Technical Degree,1,940,4,Male,31,1,2,Research Scientist,2,Married,4300,12083,7,Y,No,25,4,3,80,0,7,0,4,3,2,1,0,No
33,Non-Travel,519,Human Resources,25,4,Technical Degree,1,941,4,Male,40,3,1,Healthcare Representative,2,Divorced,3766,9447,0,Y,No,14,3,4,80,1,4,4,1,2,2,1,0,Yes
32,Travel_Rarely,1147,Research & Development,23,1,Technical Degree,1,942,3,Female,77,3,5,Manufacturing Director,2,Single,7815,24991,1,Y,Yes,20,3,3,80,2,14,3,1,1,1,0,1,No
43,Travel_Frequently,222,Research & Development,25,5,Technical Degree,1,943,3,Male,37,3,2,Research Scientist,3,Single,6441,8077,2,Y,Yes,11,4,4,80,0,13,0,2,4,1,3,0,Yes
60,Non-Travel,111,Human Resources,16,1,Medical,1,944,2,Male,47,1,4,Research Scientist,4,Married,4129,18800,5,Y,Yes,25,3,2,80,3,14,0,3,3,1,0,0,Yes
42,Travel_Rarely,519,Human Resources,22,4,Medical,1,945,1,Female,68,2,5,Sales Representative,4,Divorced,5735,17596,3,Y,No,20,4,1,80,0,14,6,1,4,1,4,3,Yes
34,Non-Travel,790,Human Resources,20,5,Technical Degree,1,946,1,Female,92,4,5,Healthcare Representative,3,Married,5968,24760,2,Y,No,24,3,2,80,0,13,0,4,3,3,1,0,No
19,Travel_Rarely,1324,Human Resources,24,5,Technical Degree,1,947,4,Male,70,2,3,Healthcare Representative,2,Single,2317,22519,0,Y,No,14,4,2,80,3,12,3,2,3,1,3,3,Yes
23,Travel_Rarely,1263,Sales,27,2,Life Sciences,1,948,4,Male,37,2,4,Laboratory Technician,2,Single,3738,22615,8,Y,No,23,4,4,80,0,23,2,1,10,5,0,1,No
46,Non-Travel,384,Sales,5,3,Other,1,949,2,Female,53,2,5,Sales Representative,1,Single,4690,24068,7,Y,No,12,3,3,80,1,3,3,4,3,1,0,0,No
59,Non-Travel,1376,Sales,29,1,Human Resources,1,950,4,Female,94,4,1,Research Scientist,2,Married,1649,6099,6,Y,Yes,14,4,4,80,3,3,0,3,2,1,2,1,Yes
40,Non-Travel,790,Research & Development,4,5,Marketing,1,951,3,Female,58,1,5,Research Director,4,Divorced,9184,26984,9,Y,Yes,13,3,3,80,0,19,2,4,7,5,1,0,No
34,Travel_Rarely,1463,Sales,25,1,Technical Degree,1,952,2,Female,57,4,3,Sales Representative,4,Married,5693,26908,2,Y,No,20,3,2,80,1,11,1,2,3,1,2,2,No
56,Travel_Rarely,509,Sales,22,2,Human Resources,1,953,4,Female,76,2,2,Sales Executive,2,Divorced,4351,9773,4,Y,Yes,22,4,4,80,2,4,0,4,2,1,0,2,Yes
39,Non-Travel,634,Sales,10,5,Technical Degree,1,954,4,Female,35,1,4,Healthcare Representative,2,Single,4400,18373,0,Y,No,16,3,1,80,2,14,0,1,9,1,2,2,No
39,Non-Travel,705,Human Resources,28,2,Technical Degree,1,955,2,Female,52,3,1,Human Resources,3,Divorced,5482,3272,4,Y,Yes,17,3,4,80,0,5,2,3,4,2,0,3,No
54,Travel_Frequently,514,Research & Development,15,3,Human Resources,1,956,2,Female,75,1,2,Healthcare Representative,3,Divorced,11320,17605,0,Y,No,19,4,1,80,0,16,5,1,15,1,0,5,No
19,Travel_Rarely,789,Research & Development,22,3,Life Sciences,1,957,3,Male,34,4,2,Manager,3,Single,3534,3775,6,Y,No,18,4,4,80,3,4,0,2,3,3,0,3,Yes
23,Non-Travel,448,Human Resources,4,5,Marketing,1,958,1,Female,37,3,3,Sales Executive,3,Single,5803,18058,3,Y,No,17,4,2,80,1,4,1,2,2,1,0,2,Yes
57,Travel_Frequently,1173,Research & Development,12,4,Life Sciences,1,959,1,Male,61,1,2,Sales Representative,2,Single,6226,13817,1,Y,Yes,23,3,1,80,1,11,2,2,2,2,0,0,Yes
45,Non-Travel,750,Human Resources,12,5,Life Sciences,1,960,3,Female,88,4,1,Research Scientist,3,Single,6688,21988,9,Y,No,14,3,4,80,1,2,2,2,1,1,1,1,Yes
54,Travel_Rarely,1170,Human Resources,24,3,Technical Degree,1,961,2,Female,56,3,1,Manager,1,Divorced,4774,19178,3,Y,No,13,4,1,80,2,16,5,4,5,2,1,0,Yes
47,Non-Travel,662,Human Resources,8,3,Life Sciences,1,962,4,Female,84,3,4,Research Director,4,Married,2751,26887,3,Y,No,19,4,1,80,1,13,3,1,3,3,0,1,No
48,Travel_Rarely,332,Sales,22,1,Other,1,963,1,Male,39,3,3,Research Director,1,Married,3601,26983,9,Y,No,24,3,3,80,2,6,1,3,3,2,2,3,No
31,Travel_Rarely,1219,Human Resources,3,2,Human Resources,1,964,3,Female,37,4,2,Manager,4,Married,2523,25304,8,Y,No,21,3,1,80,1,18,2,2,14,2,1,1,Yes
21,Non-Travel,667,Human Resources,25,4,Medical,1,965,4,Female,73,3,2,Research Scientist,2,Married,4167,3674,8,Y,Yes,21,3,1,80,2,10,5,2,1,1,1,1,Yes
38,Travel_Rarely,1343,Human Resources,6,4,Human Resources,1,966,4,Male,87,1,1,Sales Representative,4,Divorced,2867,9765,2,Y,Yes,14,3,4,80,1,14,5,4,5,4,0,3,No
20,Non-Travel,1393,Research & Development,5,3,Human Resources,1,967,1,Female,33,2,3,Research Scientist,1,Married,4251,23460,0,Y,Yes,22,3,1,80,1,20,2,3,8,1,3,4,Yes
32,Non-Travel,189,Sales,8,5,Marketing,1,968,2,Female,80,3,4,Healthcare Representative,2,Divorced,3090,18212,8,Y,No,16,3,4,80,3,15,3,2,1,1,1,0,Yes
55,Non-Travel,837,Research & Development,26,3,Human Resources,1,969,2,Female,32,2,4,Healthcare Representative,2,Divorced,4087,4051,0,Y,Yes,16,4,2,80,0,7,3,4,2,2,0,2,No
43,Travel_Rarely,608,Human Resources,1,5,Human Resources,1,970,1,Female,51,4,1,Human Resources,3,Single,7886,4812,9,Y,No,22,3,2,80,0,10,1,1,9,7,0,0,Yes
24,Non-Travel,634,Human Resources,20,1,Technical Degree,1,971,4,Male,87,2,3,Human Resources,2,Divorced,4047,7311,4,Y,Yes,13,4,2,80,1,9,5,2,1,1,1,1,Yes
30,Travel_Rarely,987,Sales,5,3,Other,1,972,3,Female,73,3,5,Manufacturing Director,3,Married,5493,19988,5,Y,No,12,4,2,80,0,11,1,2,2,2,2,2,No
23,Travel_Frequently,1332,Sales,4,2,Marketing,1,973,1,Female,72,4,3,Manufacturing Director,1,Divorced,2958,8369,6,Y,Yes,13,3,1,80,3,19,6,3,7,4,0,6,Yes
40,Travel_Frequently,925,Human Resources,5,1,Medical,1,974,3,Male,68,4,3,Manufacturing Director,1,Single,3642,26125,4,Y,Yes,18,4,2,80,2,8,0,2,2,1,0,2,Yes
43,Travel_Frequently,1121,Research & Development,14,5,Human Resources,1,975,2,Female,38,2,3,Research Director,1,Married,5549,7529,0,Y,Yes,14,4,1,80,0,5,6,2,2,1,0,2,Yes
33,Travel_Rarely,420,Research & Development,15,4,Marketing,1,976,3,Female,91,2,1,Laboratory Technician,3,Divorced,5333,16705,3,Y,Yes,14,4,2,80,2,9,0,2,4,1,2,2,No
52,Travel_Rarely,1229,Sales,18,4,Life Sciences,1,977,1,Male,59,4,1,Research Director,3,Married,4962,14333,1,Y,No,15,3,3,80,1,23,5,3,17,1,0,2,No
25,Non-Travel,194,Research & Development,1,3,Other,1,978,1,Male,70,1,2,Manager,1,Married,6577,10126,1,Y,Yes,20,3,4,80,1,14,4,3,2,2,1,2,Yes
21,Travel_Rarely,1165,Human Resources,22,5,Human Resources,1,979,2,Female,62,1,5,Human Resources,4,Married,5160,2693,7,Y,Yes,14,4,4,80,3,16,6,2,2,1,0,2,Yes
39,Travel_Frequently,1426,Sales,19,5,Human Resources,1,980,2,Female,51,4,1,Manager,2,Divorced,4316,5352,9,Y,Yes,20,3,3,80,0,13,0,2,3,2,1,3,No
44,Travel_Rarely,1108,Sales,20,2,Medical,1,981,2,Male,60,4,1,Laboratory Technician,2,Married,3806,4912,0,Y,No,22,3,1,80,0,14,6,2,6,6,3,0,Yes
41,Travel_Frequently,202,Human Resources,28,5,Human Resources,1,982,4,Female,68,4,2,Sales Executive,2,Divorced,10038,18472,4,Y,Yes,18,4,1,80,2,9,3,4,4,4,3,4,Yes
49,Non-Travel,1422,Research & Development,10,1,Medical,1,983,2,Female,53,2,4,Research Director,2,Single,3978,8372,2,Y,No,18,4,4,80,1,8,3,2,4,2,3,4,Yes
25,Travel_Rarely,127,Research & Development,7,2,Other,1,984,4,Male,35,2,3,Healthcare Representative,4,Divorced,8805,14086,2,Y,Yes,11,3,3,80,2,15,1,2,1,1,0,1,No
28,Travel_Frequently,378,Human Resources,21,2,Human Resources,1,985,1,Female,54,1,2,Manufacturing Director,1,Married,9976,7051,2,Y,No,15,3,4,80,1,4,1,3,1,1,0,1,No
55,Non-Travel,1127,Human Resources,20,4,Medical,1,986,3,Female,94,4,2,Research Scientist,3,Married,3435,24827,0,Y,Yes,16,4,2,80,2,16,6,4,4,2,4,2,No
23,Travel_Frequently,720,Research & Development,11,4,Life Sciences,1,987,3,Male,89,4,3,Healthcare Representative,1,Married,5417,22917,5,Y,Yes,24,3,4,80,2,5,1,3,1,1,0,1,No
52,Non-Travel,1423,Sales,23,2,Marketing,1,988,3,Female,68,2,1,Research Director,4,Single,5931,10117,3,Y,No,24,4,2,80,0,10,6,1,1,1,0,1,No
56,Non-Travel,717,Research & Development,8,1,Technical Degree,1,989,3,Female,51,2,3,Research Director,1,Divorced,2881,15243,9,Y,No,21,3,2,80,1,16,2,4,14,6,0,1,No
49,Non-Travel,745,Sales,9,1,Marketing,1,990,2,Male,40,2,5,Laboratory Technician,1,Married,4099,9224,5,Y,No,25,3,1,80,1,15,0,1,6,6,0,1,No
44,Travel_Frequently,895,Human Resources,16,3,Other,1,991,4,Male,85,3,5,Manager,3,Single,2519,19916,8,Y,Yes,15,3,1,80,2,15,6,3,7,3,0,0,No
52,Travel_Rarely,650,Human Resources,13,4,Technical Degree,1,992,3,Male,68,4,1,Laboratory Technician,1,Divorced,2311,20360,3,Y,No,13,3,4,80,3,1,4,4,1,1,0,0,Yes
42,Travel_Rarely,529,Sales,22,1,Medical,1,993,1,Male,67,4,4,Research Scientist,3,Divorced,9278,17787,8,Y,No,12,3,2,80,2,10,1,3,3,3,3,1,No
50,Travel_Frequently,702,Research & Development,25,4,Other,1,994,1,Male,51,2,1,Research Director,1,Married,5789,8714,8,Y,Yes,16,4,4,80,3,6,4,1,1,1,0,0,Yes
48,Travel_Rarely,1389,Research & Development,25,4,Life Sciences,1,995,3,Female,92,3,3,Healthcare Representative,2,Married,5052,8993,9,Y,Yes,13,3,4,80,3,10,1,3,4,2,1,4,Yes
32,Travel_Rarely,693,Research & Development,14,1,Life Sciences,1,996,3,Male,45,4,2,Manufacturing Director,2,Single,20000,8287,1,Y,No,18,3,4,80,2,2,3,3,2,2,2,0,Yes
28,Travel_Rarely,1071,Human Resources,10,4,Technical Degree,1,997,4,Female,64,4,3,Laboratory Technician,2,Divorced,6314,13253,8,Y,No,18,3,3,80,1,3,0,1,2,2,2,0,Yes
58,Non-Travel,324,Research & Development,10,4,Life Sciences,1,998,2,Male,45,4,5,Laboratory Technician,3,Divorced,7119,16895,1,Y,No,14,3,1,80,1,5,2,3,3,1,0,1,No
49,Travel_Rarely,287,Research & Development,29,5,Medical,1,999,2,Male,67,2,1,Research Director,4,Single,1947,2097,5,Y,No,19,4,4,80,0,14,3,1,2,2,0,1,Yes
34,Travel_Rarely,397,Research & Development,15,2,Technical Degree,1,1000,2,Male,31,3,3,Sales Representative,1,Divorced,3669,4026,3,Y,Yes,25,3,3,80,1,22,1,4,10,2,4,6,No
55,Travel_Frequently,712,Research & Development,2,5,Medical,1,1001,3,Female,61,2,5,Manufacturing Director,1,Single,3493,8950,8,Y,Yes,12,4,1,80,1,18,1,1,6,2,1,1,Yes
21,Non-Travel,133,Research & Development,7,3,Technical Degree,1,1002,2,Male,85,4,4,Manufacturing Director,1,Married,2501,8762,2,Y,No,17,3,3,80,1,16,2,2,5,1,1,2,Yes
48,Travel_Frequently,1171,Research & Development,29,2,Other,1,1003,2,Female,93,2,5,Laboratory Technician,3,Divorced,5369,7385,6,Y,Yes,17,4,2,80,0,11,5,2,8,2,1,0,No
53,Non-Travel,543,Human Resources,28,1,Human Resources,1,1004,3,Female,80,4,2,Sales Representative,2,Single,2662,24202,3,Y,Yes,23,3,2,80,0,19,4,4,7,5,1,0,Yes
34,Travel_Rarely,351,Sales,24,2,Technical Degree,1,1005,4,Female,50,4,4,Manager,4,Divorced,7221,19673,3,Y,Yes,25,4,2,80,2,9,6,4,5,2,4,4,Yes
55,Travel_Frequently,1407,Human Resources,5,4,Technical Degree,1,1006,1,Female,31,3,2,Sales Representative,1,Single,20000,17723,4,Y,Yes,20,4,3,80,1,12,5,3,6,1,2,0,Yes
25,Non-Travel,915,Research & Development,17,1,Technical Degree,1,1007,2,Female,43,3,1,Laboratory Technician,3,Married,2861,2992,0,Y,Yes,21,3,2,80,2,17,0,2,10,1,4,10,Yes
35,Travel_Frequently,1181,Human Resources,27,5,Medical,1,1008,3,Female,52,3,4,Human Resources,3,Single,2318,20638,1,Y,No,13,3,4,80,3,12,0,2,2,2,0,2,Yes
29,Travel_Frequently,381,Sales,7,4,Other,1,1009,2,Female,98,3,4,Research Director,4,Married,10521,20462,5,Y,No,11,4,4,80,2,8,6,2,2,1,0,2,No
45,Non-Travel,784,Research & Development,18,2,Marketing,1,1010,1,Female,78,2,5,Healthcare Representative,1,Single,6117,5420,4,Y,No,18,4,4,80,3,11,2,4,1,1,0,0,No
28,Non-Travel,1363,Research & Development,17,2,Other,1,1011,2,Female,37,3,2,Laboratory Technician,3,Single,3467,24074,3,Y,Yes,18,3,2,80,1,10,2,1,4,4,0,4,Yes
51,Travel_Rarely,126,Sales,5,4,Technical Degree,1,1012,2,Female,52,4,2,Laboratory Technician,1,Single,6674,19344,2,Y,No,17,3,1,80,0,11,6,3,2,1,2,2,No
57,Travel_Frequently,817,Research & Development,23,3,Marketing,1,1013,1,Female,59,4,3,Sales Executive,1,Married,2038,4121,6,Y,No,12,4,4,80,3,13,3,2,8,2,1,2,Yes
38,Travel_Rarely,1211,Human Resources,13,3,Marketing,1,1014,4,Male,43,3,3,Laboratory Technician,2,Single,5398,13855,9,Y,No,14,4,2,80,1,2,0,4,1,1,0,0,Yes
43,Travel_Frequently,1237,Sales,7,5,Human Resources,1,1015,1,Male,57,4,4,Human Resources,4,Divorced,3852,18521,6,Y,Yes,14,3,3,80,3,4,6,3,4,1,2,4,No
56,Travel_Frequently,1048,Human Resources,2,1,Life Sciences,1,1016,2,Male,81,3,1,Laboratory Technician,2,Married,3738,4562,8,Y,Yes,11,4,3,80,3,10,5,2,1,1,1,1,No
21,Non-Travel,1193,Sales,22,1,Other,1,1017,4,Male,82,4,5,Healthcare Representative,1,Married,8204,22526,9,Y,No,18,3,3,80,3,3,5,1,2,1,2,2,No
39,Travel_Rarely,558,Sales,29,2,Life Sciences,1,1018,1,Male,98,3,3,Manager,3,Married,7742,10949,3,Y,No,13,4,1,80,0,7,5,2,2,2,1,0,No
58,Travel_Frequently,1212,Research & Development,10,5,Life Sciences,1,1019,4,Female,73,1,1,Sales Executive,4,Married,3849,25087,9,Y,Yes,21,3,3,80,3,15,2,1,3,2,3,3,Yes
51,Travel_Frequently,924,Sales,3,5,Life Sciences,1,1020,1,Male,34,4,5,Healthcare Representative,3,Divorced,20000,7587,4,Y,No,22,3,4,80,1,14,0,2,1,1,0,1,Yes
37,Travel_Rarely,614,Research & Development,5,3,Technical Degree,1,1021,4,Male,46,2,2,Laboratory Technician,1,Single,6832,13862,7,Y,Yes,12,3,1,80,2,14,1,1,2,2,0,2,Yes
48,Non-Travel,671,Research & Development,3,3,Other,1,1022,4,Male,45,2,2,Healthcare Representative,4,Single,6725,15481,2,Y,No,18,3,2,80,3,8,2,1,2,1,2,0,No
47,Non-Travel,233,Research & Development,20,1,Human Resources,1,1023,4,Male,53,2,2,Healthcare Representative,3,Married,5934,18518,3,Y,Yes,14,4,4,80,1,14,5,3,2,1,0,2,No
50,Travel_Frequently,800,Human Resources,21,5,Technical Degree,1,1024,2,Female,56,2,3,Manufacturing Director,2,Married,1993,24759,5,Y,No,22,3,1,80,2,14,0,1,5,1,0,0,Yes
39,Travel_Frequently,1195,Research & Development,13,3,Marketing,1,1025,3,Male,41,3,1,Research Scientist,2,Married,2030,18211,9,Y,No,13,3,2,80,1,12,0,4,2,2,2,2,Yes
49,Travel_Frequently,1278,Human Resources,10,1,Other,1,1026,3,Male,84,3,5,Manager,4,Divorced,6801,23836,1,Y,Yes,13,3,1,80,2,8,1,1,2,2,2,2,No
43,Travel_Rarely,747,Human Resources,25,2,Marketing,1,1027,1,Female,50,1,3,Human Resources,4,Married,2870,4886,4,Y,Yes,20,4,4,80,1,11,5,2,1,1,0,1,No
30,Travel_Rarely,697,Research & Development,7,1,Medical,1,1028,2,Female,66,1,1,Healthcare Representative,4,Single,6959,13231,9,Y,No,11,4,2,80,2,17,0,4,6,2,0,4,No
20,Travel_Rarely,641,Sales,2,5,Life Sciences,1,1029,3,Male,91,3,2,Human Resources,1,Divorced,2266,22842,7,Y,No,23,3,1,80,2,7,0,3,2,1,0,0,No
39,Travel_Frequently,449,Research & Development,13,1,Marketing,1,1030,2,Male,59,3,2,Healthcare Representative,3,Divorced,4160,13201,2,Y,Yes,17,4,4,80,2,4,0,2,3,3,0,1,Yes
55,Travel_Rarely,780,Human Resources,8,2,Medical,1,1031,4,Female,92,1,4,Research Director,4,Single,1954,15403,9,Y,Yes,21,3,3,80,0,6,6,3,4,4,0,2,Yes
44,Travel_Frequently,1431,Human Resources,15,1,Human Resources,1,1032,2,Female,31,3,3,Healthcare Representative,4,Divorced,3263,8918,8,Y,No,20,3,1,80,1,5,0,4,3,2,0,0,No
37,Travel_Rarely,101,Research & Development,14,2,Medical,1,1033,2,Male,47,2,4,Manager,1,Single,16009,14211,4,Y,No,14,3,1,80,1,15,4,1,2,2,1,2,No
32,Non-Travel,1217,Sales,11,3,Life Sciences,1,1034,2,Male,67,1,5,Sales Representative,3,Married,5004,22469,6,Y,Yes,12,4,1,80,1,18,6,1,6,2,1,0,Yes
